full_date,day_of_week_en,day,month_en,year,country,holiday_name,season
1/1/2015,Thursday,1,January,2015,St. Barts,New Year's Day,Public Holiday
2/16/2015,Monday,16,February,2015,St. Barts,Carnival / Shrove Monday,Observance
2/17/2015,Tuesday,17,February,2015,St. Barts,Carnival / Shrove Tuesday,Observance
2/18/2015,Wednesday,18,February,2015,St. Barts,Carnival / Ash Wednesday,Observance
3/20/2015,Friday,20,March,2015,St. Barts,March Equinox,Season
4/3/2015,Friday,3,April,2015,St. Barts,Good Friday,Bank holiday
4/5/2015,Sunday,5,April,2015,St. Barts,Easter Sunday,Observance
4/6/2015,Monday,6,April,2015,St. Barts,Easter Monday,Public Holiday
5/1/2015,Friday,1,May,2015,St. Barts,Labor Day / May Day,Public Holiday
5/8/2015,Friday,8,May,2015,St. Barts,Victory Day,Public Holiday
5/14/2015,Thursday,14,May,2015,St. Barts,Ascension Day,Public Holiday
5/25/2015,Monday,25,May,2015,St. Barts,Whit Monday,Public Holiday
6/21/2015,Sunday,21,June,2015,St. Barts,June Solstice,Season
7/14/2015,Tuesday,14,July,2015,St. Barts,French National Day,Public Holiday
8/15/2015,Saturday,15,August,2015,St. Barts,Assumption of Mary,Public Holiday
9/23/2015,Wednesday,23,September,2015,St. Barts,September Equinox,Season
10/9/2015,Friday,9,October,2015,St. Barts,Abolition Day,Public Holiday
11/1/2015,Sunday,1,November,2015,St. Barts,All Saints' Day,Public Holiday
11/11/2015,Wednesday,11,November,2015,St. Barts,Armistice Day,Public Holiday
12/22/2015,Tuesday,22,December,2015,St. Barts,December Solstice,Season
12/25/2015,Friday,25,December,2015,St. Barts,Christmas Day,Public Holiday
12/26/2015,Saturday,26,December,2015,St. Barts,Boxing Day,Observance
1/1/2015,Thursday,1,January,2015,Sudan,Independence Day,Public Holiday
1/3/2015,Saturday,3,January,2015,Sudan,The Prophet's Birthday,Public Holiday
1/7/2015,Wednesday,7,January,2015,Sudan,Coptic Christmas,Public Holiday
3/21/2015,Saturday,21,March,2015,Sudan,March Equinox,Season
4/12/2015,Sunday,12,April,2015,Sudan,Coptic Easter,Public Holiday
6/21/2015,Sunday,21,June,2015,Sudan,June Solstice,Season
6/30/2015,Tuesday,30,June,2015,Sudan,Revolution Day,Public Holiday
7/18/2015,Saturday,18,July,2015,Sudan,Eid al-Fitr,Public Holiday
7/19/2015,Sunday,19,July,2015,Sudan,Eid al-Fitr holiday,Public Holiday
7/20/2015,Monday,20,July,2015,Sudan,Eid al-Fitr holiday,Public Holiday
7/21/2015,Tuesday,21,July,2015,Sudan,Eid al-Fitr holiday,Public Holiday
9/23/2015,Wednesday,23,September,2015,Sudan,September Equinox,Season
9/23/2015,Wednesday,23,September,2015,Sudan,Eid al-Adha holiday,Public Holiday
9/24/2015,Thursday,24,September,2015,Sudan,Eid al-Adha,Public Holiday
9/25/2015,Friday,25,September,2015,Sudan,Eid al-Adha holiday,Public Holiday
9/26/2015,Saturday,26,September,2015,Sudan,Eid al-Adha holiday,Public Holiday
9/27/2015,Sunday,27,September,2015,Sudan,Eid al-Adha holiday,Public Holiday
10/15/2015,Thursday,15,October,2015,Sudan,Muharram,Public Holiday
12/22/2015,Tuesday,22,December,2015,Sudan,December Solstice,Season
12/24/2015,Thursday,24,December,2015,Sudan,The Prophet's Birthday,Public Holiday
1/1/2015,Thursday,1,January,2015,Suriname,New Year,Public Holiday
2/19/2015,Thursday,19,February,2015,Suriname,Chinese New Year,Public Holiday
2/25/2015,Wednesday,25,February,2015,Suriname,Revolution Day,Public Holiday
3/6/2015,Friday,6,March,2015,Suriname,Holi Phagwa,Public Holiday
3/20/2015,Friday,20,March,2015,Suriname,March Equinox,Season
4/3/2015,Friday,3,April,2015,Suriname,Good Friday,Public Holiday
4/6/2015,Monday,6,April,2015,Suriname,Easter Monday,Public Holiday
5/1/2015,Friday,1,May,2015,Suriname,Labor Day,Public Holiday
6/21/2015,Sunday,21,June,2015,Suriname,June Solstice,Season
7/1/2015,Wednesday,1,July,2015,Suriname,Freedom Day,Public Holiday
7/18/2015,Saturday,18,July,2015,Suriname,Eid al-Fitr,Public Holiday
8/9/2015,Sunday,9,August,2015,Suriname,Indigenous Peoples Day,Public Holiday
9/23/2015,Wednesday,23,September,2015,Suriname,September Equinox,Season
9/24/2015,Thursday,24,September,2015,Suriname,Eid al-Adha,Public Holiday
10/10/2015,Saturday,10,October,2015,Suriname,Day of the Maroons,Public Holiday
11/11/2015,Wednesday,11,November,2015,Suriname,Diwali,Public Holiday
11/25/2015,Wednesday,25,November,2015,Suriname,Independence Day,Public Holiday
12/22/2015,Tuesday,22,December,2015,Suriname,December Solstice,Season
12/25/2015,Friday,25,December,2015,Suriname,Christmas Day,Public Holiday
12/26/2015,Saturday,26,December,2015,Suriname,Boxing Day,Public Holiday
1/1/2015,Thursday,1,January,2015,Sweden,New Year's Day,Public holiday
1/5/2015,Monday,5,January,2015,Sweden,Twelfth Night,De facto half holiday
1/6/2015,Tuesday,6,January,2015,Sweden,Epiphany,Public holiday
2/14/2015,Saturday,14,February,2015,Sweden,Valentine's Day,Observance
3/20/2015,Friday,20,March,2015,Sweden,March Equinox,Season
3/29/2015,Sunday,29,March,2015,Sweden,Daylight Saving Time starts,Clock change/Daylight Saving Time
4/3/2015,Friday,3,April,2015,Sweden,Good Friday,Public holiday
4/4/2015,Saturday,4,April,2015,Sweden,Holy Saturday,De facto holiday
4/5/2015,Sunday,5,April,2015,Sweden,Easter Sunday,Public holiday
4/6/2015,Monday,6,April,2015,Sweden,Easter Monday,Public holiday
4/30/2015,Thursday,30,April,2015,Sweden,Walpurgis Night,De facto half holiday
5/1/2015,Friday,1,May,2015,Sweden,May 1st,Public holiday
5/14/2015,Thursday,14,May,2015,Sweden,Ascension Day,Public holiday
5/23/2015,Saturday,23,May,2015,Sweden,Pentecost Eve,De facto holiday
5/24/2015,Sunday,24,May,2015,Sweden,Whit Sunday,Public holiday
5/31/2015,Sunday,31,May,2015,Sweden,Mother's Day,Observance
6/6/2015,Saturday,6,June,2015,Sweden,National day,Public holiday
6/19/2015,Friday,19,June,2015,Sweden,Midsummer Eve,De facto holiday
6/20/2015,Saturday,20,June,2015,Sweden,Midsummer Day,Public holiday
6/21/2015,Sunday,21,June,2015,Sweden,June Solstice,Season
9/23/2015,Wednesday,23,September,2015,Sweden,September Equinox,Season
10/25/2015,Sunday,25,October,2015,Sweden,Daylight Saving Time ends,Clock change/Daylight Saving Time
10/30/2015,Friday,30,October,2015,Sweden,All Saints' Eve,De facto half holiday
10/31/2015,Saturday,31,October,2015,Sweden,All Saints' Day,Public holiday
11/8/2015,Sunday,8,November,2015,Sweden,Father's Day,Observance
11/29/2015,Sunday,29,November,2015,Sweden,First Advent Sunday,"Observance, Christian"
12/6/2015,Sunday,6,December,2015,Sweden,Second Advent Sunday,"Observance, Christian"
12/13/2015,Sunday,13,December,2015,Sweden,Third Advent Sunday,"Observance, Christian"
12/20/2015,Sunday,20,December,2015,Sweden,Fourth Advent Sunday,"Observance, Christian"
12/22/2015,Tuesday,22,December,2015,Sweden,December Solstice,Season
12/24/2015,Thursday,24,December,2015,Sweden,Christmas Eve,De facto holiday
12/25/2015,Friday,25,December,2015,Sweden,Christmas Day,Public holiday
12/26/2015,Saturday,26,December,2015,Sweden,Boxing Day,Public holiday
12/31/2015,Thursday,31,December,2015,Sweden,New Year's Eve,De facto holiday
1/1/2015,Thursday,1,January,2015,Switzerland,New Year's Day,Common local holiday
1/2/2015,Friday,2,January,2015,Switzerland,Berchtold Day,All
1/6/2015,Tuesday,6,January,2015,Switzerland,Epiphany,Common local holiday
2/14/2015,Saturday,14,February,2015,Switzerland,Valentine's Day,15 cantons
3/1/2015,Sunday,1,March,2015,Switzerland,Republic Day,Common local holiday
3/19/2015,Thursday,19,March,2015,Switzerland,Saint Joseph's Day,"GR*, SZ, TI, UR"
3/20/2015,Friday,20,March,2015,Switzerland,March Equinox,Observance
3/29/2015,Sunday,29,March,2015,Switzerland,Daylight Saving Time starts, 
4/2/2015,Thursday,2,April,2015,Switzerland,N<U+00E4>felser Fahrt,Common local holiday
4/3/2015,Friday,3,April,2015,Switzerland,Good Friday,Neuch<U+00E2>tel
4/5/2015,Sunday,5,April,2015,Switzerland,Easter Sunday,Common local holiday
4/6/2015,Monday,6,April,2015,Switzerland,Easter Monday,"GR*, LU*, NW, SO*, SZ, TI, UR, VS, ZG*"
4/13/2015,Monday,13,April,2015,Switzerland,Sechsel<U+00E4>uten,Season
5/1/2015,Friday,1,May,2015,Switzerland,May Day, 
5/14/2015,Thursday,14,May,2015,Switzerland,Ascension Day,Clock change/Daylight Saving Time
5/24/2015,Sunday,24,May,2015,Switzerland,Pentecost, 
5/25/2015,Monday,25,May,2015,Switzerland,Pentecost Monday,Common local holiday
6/4/2015,Thursday,4,June,2015,Switzerland,Corpus Christi,Glarus
6/21/2015,Sunday,21,June,2015,Switzerland,June Solstice,Common local holiday
6/23/2015,Tuesday,23,June,2015,Switzerland,Jura Independence Day,"All except TI, VS"
6/29/2015,Monday,29,June,2015,Switzerland,St. Peter and St. Paul,Observance
8/1/2015,Saturday,1,August,2015,Switzerland,Swiss National Day, 
8/15/2015,Saturday,15,August,2015,Switzerland,Assumption of Mary,Common local holiday
9/10/2015,Thursday,10,September,2015,Switzerland,Jeune Genevois,All except NE
9/12/2015,Saturday,12,September,2015,Switzerland,Knabenschiessen,Observance
9/13/2015,Sunday,13,September,2015,Switzerland,Knabenschiessen,Zurich
9/14/2015,Monday,14,September,2015,Switzerland,Knabenschiessen,Common local holiday
9/20/2015,Sunday,20,September,2015,Switzerland,Swiss Federal Fast,"AG, BL, BS, FR*, JU, SH, SO*, TG, TI, ZH"
9/21/2015,Monday,21,September,2015,Switzerland,Federal Fast Monday,Common local holiday
9/22/2015,Tuesday,22,September,2015,Switzerland,Mauritius Day,All
9/23/2015,Wednesday,23,September,2015,Switzerland,September Equinox,Observance
9/25/2015,Friday,25,September,2015,Switzerland,St. Nicholas of Fl<U+00FC>e,All
10/25/2015,Sunday,25,October,2015,Switzerland,Daylight Saving Time ends,Common local holiday
11/1/2015,Sunday,1,November,2015,Switzerland,All Saints' Day,All except NE
12/8/2015,Tuesday,8,December,2015,Switzerland,Immaculate Conception,Common local holiday
12/22/2015,Tuesday,22,December,2015,Switzerland,December Solstice,14 cantons
12/24/2015,Thursday,24,December,2015,Switzerland,Christmas Eve,Season
12/25/2015,Friday,25,December,2015,Switzerland,Christmas Day, 
12/26/2015,Saturday,26,December,2015,Switzerland,St. Stephen's Day,Common local holiday
12/31/2015,Thursday,31,December,2015,Switzerland,New Year's Eve,Jura
12/31/2015,Thursday,31,December,2015,Switzerland,Restoration Day,Common local holiday
1/1/2015,Thursday,1,January,2015,Switzerland,New Year's Day,"GR*, SO*, TI"
1/2/2015,Friday,2,January,2015,Switzerland,Berchtold Day,National holiday
1/6/2015,Tuesday,6,January,2015,Switzerland,Epiphany, 
2/14/2015,Saturday,14,February,2015,Switzerland,Valentine's Day,Common local holiday
3/1/2015,Sunday,1,March,2015,Switzerland,Republic Day,14 cantons
3/19/2015,Thursday,19,March,2015,Switzerland,Saint Joseph's Day,Common local holiday
3/20/2015,Friday,20,March,2015,Switzerland,March Equinox,Geneva
3/29/2015,Sunday,29,March,2015,Switzerland,Daylight Saving Time starts,Observance
4/2/2015,Thursday,2,April,2015,Switzerland,N<U+00E4>felser Fahrt,Zurich
4/3/2015,Friday,3,April,2015,Switzerland,Good Friday,Observance
4/5/2015,Sunday,5,April,2015,Switzerland,Easter Sunday,Zurich
4/6/2015,Monday,6,April,2015,Switzerland,Easter Monday,Observance
4/13/2015,Monday,13,April,2015,Switzerland,Sechsel<U+00E4>uten,Zurich
5/1/2015,Friday,1,May,2015,Switzerland,May Day,Common local holiday
5/14/2015,Thursday,14,May,2015,Switzerland,Ascension Day,All except GE
5/24/2015,Sunday,24,May,2015,Switzerland,Pentecost,Common local holiday
5/25/2015,Monday,25,May,2015,Switzerland,Pentecost Monday,Vaud
6/4/2015,Thursday,4,June,2015,Switzerland,Corpus Christi,Common local holiday
6/21/2015,Sunday,21,June,2015,Switzerland,June Solstice,"Appenzell Innerrhoden*, Solothurn*"
6/23/2015,Tuesday,23,June,2015,Switzerland,Jura Independence Day,Season
6/29/2015,Monday,29,June,2015,Switzerland,St. Peter and St. Paul, 
8/1/2015,Saturday,1,August,2015,Switzerland,Swiss National Day,Common local holiday
8/15/2015,Saturday,15,August,2015,Switzerland,Assumption of Mary,Obwalden
9/10/2015,Thursday,10,September,2015,Switzerland,Jeune Genevois,Clock change/Daylight Saving Time
9/12/2015,Saturday,12,September,2015,Switzerland,Knabenschiessen, 
9/13/2015,Sunday,13,September,2015,Switzerland,Knabenschiessen,Common local holiday
9/14/2015,Monday,14,September,2015,Switzerland,Knabenschiessen,15 cantons
9/20/2015,Sunday,20,September,2015,Switzerland,Swiss Federal Fast,Common local holiday
9/21/2015,Monday,21,September,2015,Switzerland,Federal Fast Monday,12 cantons
9/22/2015,Tuesday,22,September,2015,Switzerland,Mauritius Day,Season
9/23/2015,Wednesday,23,September,2015,Switzerland,September Equinox, 
9/25/2015,Friday,25,September,2015,Switzerland,St. Nicholas of Fl<U+00FC>e,Observance
10/25/2015,Sunday,25,October,2015,Switzerland,Daylight Saving Time ends, 
11/1/2015,Sunday,1,November,2015,Switzerland,All Saints' Day,Common local holiday
12/8/2015,Tuesday,8,December,2015,Switzerland,Immaculate Conception,All
12/22/2015,Tuesday,22,December,2015,Switzerland,December Solstice,Common local holiday
12/24/2015,Thursday,24,December,2015,Switzerland,Christmas Eve,"All except GE, JU, VD"
12/25/2015,Friday,25,December,2015,Switzerland,Christmas Day,Observance
12/26/2015,Saturday,26,December,2015,Switzerland,St. Stephen's Day, 
12/31/2015,Thursday,31,December,2015,Switzerland,New Year's Eve,Common local holiday
12/31/2015,Thursday,31,December,2015,Switzerland,Restoration Day,Geneva
1/1/2015,Thursday,1,January,2015,Syria,New Year,Public Holiday
3/8/2015,Sunday,8,March,2015,Syria,Revolution Day,Public Holiday
3/21/2015,Saturday,21,March,2015,Syria,March Equinox,Season
3/21/2015,Saturday,21,March,2015,Syria,Mothers' Day,Public Holiday
3/27/2015,Friday,27,March,2015,Syria,Daylight Saving Time starts,Clock change/Daylight Saving Time
4/5/2015,Sunday,5,April,2015,Syria,Easter Sunday,Observance
4/12/2015,Sunday,12,April,2015,Syria,Orthodox Easter Day,Public Holiday
4/17/2015,Friday,17,April,2015,Syria,Independence Day,Public Holiday
5/1/2015,Friday,1,May,2015,Syria,May Day,Public Holiday
5/6/2015,Wednesday,6,May,2015,Syria,Martyrs' Day,Public Holiday
6/21/2015,Sunday,21,June,2015,Syria,June Solstice,Season
7/18/2015,Saturday,18,July,2015,Syria,Eid al-Fitr,Public Holiday
8/1/2015,Saturday,1,August,2015,Syria,Armed Forces Day,Observance
9/23/2015,Wednesday,23,September,2015,Syria,September Equinox,Season
9/24/2015,Thursday,24,September,2015,Syria,Eid al-Adha,Public Holiday
10/6/2015,Tuesday,6,October,2015,Syria,October Liberation Day,Public Holiday
10/15/2015,Thursday,15,October,2015,Syria,Muharram,Public Holiday
10/30/2015,Friday,30,October,2015,Syria,Daylight Saving Time ends,Clock change/Daylight Saving Time
12/22/2015,Tuesday,22,December,2015,Syria,December Solstice,Season
12/23/2015,Wednesday,23,December,2015,Syria,The Prophet's Birthday,Public Holiday
12/25/2015,Friday,25,December,2015,Syria,Christmas Day,Public Holiday
1/1/2015,Thursday,1,January,2015,Taiwan,Republic Day/New Year's Day,National holiday
1/2/2015,Friday,2,January,2015,Taiwan,Bridge Public Holiday,National holiday
2/4/2015,Wednesday,4,February,2015,Taiwan,Farmer's Day,Observance
2/18/2015,Wednesday,18,February,2015,Taiwan,Chinese New Year's Eve,National holiday
2/19/2015,Thursday,19,February,2015,Taiwan,Chinese New Year's Day,National holiday
2/20/2015,Friday,20,February,2015,Taiwan,Chinese New Year Holiday,National holiday
2/21/2015,Saturday,21,February,2015,Taiwan,Chinese New Year Holiday,National holiday
2/22/2015,Sunday,22,February,2015,Taiwan,Chinese New Year Holiday,National holiday
2/23/2015,Monday,23,February,2015,Taiwan,Chinese New Year Holiday,National holiday
2/27/2015,Friday,27,February,2015,Taiwan,Peace Memorial Day observed,National holiday
2/28/2015,Saturday,28,February,2015,Taiwan,Peace Memorial Day,National holiday
3/5/2015,Thursday,5,March,2015,Taiwan,Lantern Festival,Observance
3/5/2015,Thursday,5,March,2015,Taiwan,Tourism Day,Observance
3/8/2015,Sunday,8,March,2015,Taiwan,International Women's Day,Observance
3/12/2015,Thursday,12,March,2015,Taiwan,Arbor Day,Observance
3/21/2015,Saturday,21,March,2015,Taiwan,March Equinox,Season
3/21/2015,Saturday,21,March,2015,Taiwan,Earth God's Birthday,Observance
3/29/2015,Sunday,29,March,2015,Taiwan,Youth Day,Observance
4/3/2015,Friday,3,April,2015,Taiwan,Children's Day observed,National holiday
4/4/2015,Saturday,4,April,2015,Taiwan,Children's Day,National holiday
4/5/2015,Sunday,5,April,2015,Taiwan,Tomb Sweeping Day,National holiday
4/5/2015,Sunday,5,April,2015,Taiwan,Easter Sunday,Observance
4/6/2015,Monday,6,April,2015,Taiwan,Tomb Sweeping Day holiday,National holiday
4/7/2015,Tuesday,7,April,2015,Taiwan,Kuan Yin's Birthday,Observance
5/1/2015,Friday,1,May,2015,Taiwan,Labor Day,Private Sector
5/3/2015,Sunday,3,May,2015,Taiwan,God of Medicine's Birthday,Observance
5/4/2015,Monday,4,May,2015,Taiwan,Literary Day,Observance
5/10/2015,Sunday,10,May,2015,Taiwan,Mother's Day,Observance
5/11/2015,Monday,11,May,2015,Taiwan,Matsu's Birthday,Observance
5/25/2015,Monday,25,May,2015,Taiwan,Buddha's Birthday,Observance
6/3/2015,Wednesday,3,June,2015,Taiwan,Opium Suppression Movement Day,Observance
6/19/2015,Friday,19,June,2015,Taiwan,Dragon Boat Festival holiday,National holiday
6/20/2015,Saturday,20,June,2015,Taiwan,Dragon Boat Festival,National holiday
6/22/2015,Monday,22,June,2015,Taiwan,June Solstice,Season
6/28/2015,Sunday,28,June,2015,Taiwan,Kuan Kung's Birthday,Observance
6/28/2015,Sunday,28,June,2015,Taiwan,Chen Huang's Birthday,Observance
8/8/2015,Saturday,8,August,2015,Taiwan,Father's Day,Observance
8/20/2015,Thursday,20,August,2015,Taiwan,Chinese Valentine's Day,Observance
8/28/2015,Friday,28,August,2015,Taiwan,Hungry Ghost Festival,Observance
9/3/2015,Thursday,3,September,2015,Taiwan,Armed Forces Day,Observance
9/23/2015,Wednesday,23,September,2015,Taiwan,September Equinox,Season
9/26/2015,Saturday,26,September,2015,Taiwan,Mid-Autumn Festival holiday,National holiday
9/27/2015,Sunday,27,September,2015,Taiwan,Mid-Autumn Festival,National holiday
9/28/2015,Monday,28,September,2015,Taiwan,Mid-Autumn Festival holiday,National holiday
9/28/2015,Monday,28,September,2015,Taiwan,Teachers' Day,Observance
10/9/2015,Friday,9,October,2015,Taiwan,National Day observed,National holiday
10/10/2015,Saturday,10,October,2015,Taiwan,National Day,National holiday
10/21/2015,Wednesday,21,October,2015,Taiwan,Double Ninth Day,Observance
10/21/2015,Wednesday,21,October,2015,Taiwan,Overseas Chinese Day,Observance
10/25/2015,Sunday,25,October,2015,Taiwan,Taiwan's Retrocession Day,Observance
10/31/2015,Saturday,31,October,2015,Taiwan,Halloween,Observance
11/12/2015,Thursday,12,November,2015,Taiwan,Sun Yat-sen's Birthday,Observance
12/22/2015,Tuesday,22,December,2015,Taiwan,December Solstice,Season
12/22/2015,Tuesday,22,December,2015,Taiwan,D<U+014D>ngzh<U+00EC> Festival,Observance
